Text	Index
after yesterday's vote, the road to the new Nuremberg trial has begun, no one can oblige to vaccinate with vaccines still in the conditional phase it is clearly written in the sentence and it constitutes a very serious crime # Nuremberg2	B498
 #vaccinations #greenpass those who have been vaccinated have consciously assumed the risks by signing a release form. very well, therefore, according to the reasoning of vaccine fanatics, adverse reactions are treated only for a fee. # ultracorpi #iostoconborghi	B341
my cousin, had the vaccine 5 days ago last night transported to the hospital and died. comes from a family stock that lives 100 years. no pathology, sports, she danced, laughed, but she didn't want to listen to me she wanted to be free with the vaccine. amen link	B103
 user user user user I don't know how many will survive another two years of vaccines !! ??!? 😱😱😱 ... and they said it ... there are too many in the world😡😤😤	B217
 user_biasi attention read well what I wrote I am not talking about the vaccine but about the lots to which reference is made if similar cases have occurred in different European countries the problem is not in a single lot but in one of the excipients in the formulation of this vaccine	B361
 user if the vaccines were super safe. but they are not, not at all.	B70
user is what they were aiming for from the start (but it was conspiracy stuff). the test is unreliable and is a medical treatment that no one can impose on the person, much less the vaccine. the #passaportovaccinale can put it in that place.	B87
 user stop making misinformation! in the hospital, in addition to the #greenpass, they require a negative swab for post-partum care ... so your #greenpass and the vs. vaccinations do not serve a shit!	B431
 user is legitimate to be against the vaccine. do not throw smoke in your eyes.	B143
" user user_lz user user user_claudio user_marco well I must say that this ""correction of fake news"" is very funny. Does the vaccine immunize for only a few weeks? no, actually only for a few months. you know what a difference 🙄"	B309
user user testimonials like him and the like should publish the antibody titers before and after the vaccine. so, just to confirm that they carelessly did not receive the placebo. we do it because we care so much about their health and science	B74
killers! lorenzo had also undergone the anti-covid vaccine last June 5th. his disappearance that upsets the community, close around the parents	B138
" user_lavit user in fact are experimental therapies (called vaccines) that are not mandatory (but if you do not undergo which you are harassed by the state until you have no worthy life) that allow contagion (and perhaps the multiplication of variants), however they call ""immunized ""Who undergoes it!"	B509
 user user__ no, they are experimental, read the leaflet and you will see what they write. they are experimental vaccines administered on a large scale due to the pandemic.	B105
🇮🇹 #coronavirus #vaccination too many doubts‼ ️ meanwhile, thanks to blackmail, the experimentation continues and in the autumn we will have the results	B442
user user_claudio first, every dead, even 100 years old, oh my, died from covid !! now, vaccinated dying of covid, eeeh ... but what do you want it to be, he was old, he had previous pathologies! mammamia what hypocrisy !!	B515
 covid vaccines, suspected death of a teacher: Piedmont suspends astrazeneca #calabrianotizie #newscalabria link	B484
 user_claudio thanks for the diligence with which he verified the report. and now what do you do? in my opinion this thing is very serious, it demonstrates the bad faith surrounding the vaccine in Italy and the institutional hostility towards those who choose not to be injected with an experimental serum	B321
"use who knows why they always omit the fact that there was a vaccination just before death .. ""no correlation"" but if you die in a car accident and you tested positive (probably false, since they do more than 20 cycles of PCR), magically become a dead covid."	B419
 nj man in hospital with covid after being fully vaccinated. but at least he has his passport, right? #earlytreatment is the key! link	B35
must become famous the dr. rock! graduated in law, but dedicates his life to algae. has decided to be the candidate for the 2018 nobel, even if no candidate for that nobel will be known before 2068. and talks about the dangers of vaccines.	B42
" user advice to follow him 👇 the inventor of the messenger mrna and very critical on vaccination and political choices that do not consider studies and the famous ""science"" link"	B319
when you think that user_italia are liberals instead you discover that they want the obligation for experimental vaccines who knows if user will make a nice astrazeneca?	B357
" user we are always cured of pneumonia, cures exist .. it is from the vaccine that you die, and there are no stories, and they do not even know how to recognize it, especially since being experimental they should verify the causes of deaths rather than catalog them as ""sudden illness"" .. . shame.."	B274
 users vaccinated as cowards, but they cannot say so in order not to lose almost all of their constituents	B236
 for the national football team, they blow the trumpet and get mad if he doesn't win. for their lives and that of their children massacred by experimental vaccines and masks, no. the punishment is more than deserved.	B508
 even Dr. Bolgan finds that the only way out is civil disobedience. vaccines are the opposite of what they want us to believe. link	B403
user user but if they said (scientist) that vaccinated people still infect .... what are they vaccinated to do?	B449
 fourth mandatory dose? let's not joke.	B407
user user_andme someone would like to exclude unvaccinated citizens from #ssn. okay, but we will no longer be required to pay taxes and contributions and we will turn to private individuals. in the end it already happens: for a visit with the SSN months of waiting ... privately tomorrow morning at 8.00 !!!	B39
according to official data, in the last three months more people have died from vaccines than in the last decade alvaro colombres garmendia | thebl 03/31/21, 13:54 link	B517
 those who have frightened us because of the covid are the same who want to impose the administration of the link vaccine	B24
scientific study of covid-19 vaccines .. strong inflammatory immune response, including lung and liver ... .. fatigue, headache, chills, body aches, fever and joint pain ... .. intense inflammatory and thrombotic reactions .. link	B473
 user surely I will never accept #pfizer 👇 link so far I have not read anything like this on the #vaccine #sputnik anyone who knows more than me? link	B12
 what will happen? the #covid data will improve even more and gravedigger user will slow down, chaining and closing the country with the endorsement of user_chigi who leads it with the #vaccines. will user react at that point? surely the people will rise up furiously. #dictatorship	B120
 user_claudio precisely because it is not a vaccine but a human experimentation, they are real assassination attempts.	B85
user user_lella user user_laffitte user not to bend to the vaccine, I absolutely have to change jobs. who can help me, know that I have always done everything, except stealing.	B124
"the delta ""variant"" in England affects vaccinated 6 times more than unvaccinated. if you got the hint, guess who will hit the ""gamma"" variant (this time from Manchuria) the most in October? link"	B394
 user user user user looks it is full of fully vaxxed that get the same covid. if you then add the adverse effects ... we will see from October against the variants, what will be the real effectiveness. in gb cases are already increasing and they have a very high number of vaccinated people.	B406
"user book ""super vaccinated children"" chapter virus a / h1n1. book of about ten years ago. there is already almost everything inside, everything that is happening. the pediatrician still practices privately. we are in the hands of lucid criminals."	B325
said this son receives orders and carries them out. he doesn't get a spider out of the hole. the vaccination of minors is a very serious, tyrannical act, the son of an absurd and disquieting ideology. unfortunately good manners are not enough to make one's dissent felt.	B231
 user and if these vaccines were not sufficient in the future (given the variants) ??? we add more other vaccines? but pleaseeeeee .......... !!	B468
crazy people under 50 who become astrazeneca must be stopped! government of assassins !!!	B228
 free user user or cazz, we also pay it on rca insurance. and then to all the vaccinated who reappear the virus ...... do we also make them pay the cost of the vial of shit that they inject?	B417
user eh but vaccines are essential, they will save us from this terrible cold, after everyone has had at least 5 doses	B370
user user user user I have never talked about serums and it is not the term that confers functionality or not. I'm saying something else, namely that the vaccines are all experimental so the effects in the medium and long term are not known, while in the short term we see excessive deaths and hospitalizations ...	B424
user user_0 germany orders and the world obeys ... and I'm not justifying this vaccination which is nothing more than a forced randomization ... but we must stop being fools in every context!	B516
 #staseraitalia the variants develop where you don't vaccinate? it is exactly the opposite, it is called the selective pressure of vaccines.	B312
" ""They are giving us a vaccine that is still being tested, according to the Chinese drug agency it is potentially dangerous"" ▷ prof. leopards link"	B388
user user a passport for vaccines that have only obtained the emergency use authorization, or not yet validated by the fda, etc? if so, I will continue with delivery, ecommerce and exercises in the park or at home. good luck to all. link	B167
 nashville: young woman immobilized in a hospital bed one week after the pfizer vaccine, unable to move her legs	B91
 in china, the state buys drugs from pharmaceutical companies. if the drug causes recognized damage, the pharmaceutical company must compensate, in addition to having to pay a fine to the state. chinese company in vaccine scandal declared bankrupt link	A959
 (I as guinea pigs to test the vaccine would use those who want to leave the house at all costs)	A57
 #interstitial pneumonia associated with #vaccine #influenza link	A419
courageous doctors ❤️ regarding the obligation of the anti-inflience vaccine medical specialists in hygiene, epidemiology, statistics, hematology and pediatrics have published a scientific dossier, downloadable for free from link link	A1072
 this study demonstrates how the small mutations of bordetella pertussis have led over time (and at the beginning of the administration of massive doses of the vaccine to favor the onset of resistant bordetella strains .. link	A1204
user user__2008 user to live together ... after 40 years there are many people who continue to get infected and die (we are talking about about 40,000,000 deaths in the world) .. the vaccine, always given for readiness, is never arrived .. there are treatments .. here, even with the covid we should learn to live with it	A69
Doctors have discovered what they believe are the first known cases of meningitis due to reactivation of the varicella vaccine in two 14-year-old boys who received both recommended doses, according to an article in the journal pediatrics link	A878
Trump: 'covid-19 will disappear without vaccine, at least 95,000 dead' - north america link	A1291
 #vaccines #merck's defective mmr is currently causing dangerous outbreaks of mumps in fully vaccinated adults worldwide.	A430
 user user is not so the virus changes, it is like thinking of being vaccinated against a cold for which the vaccine is useless. or rather it serves to make pharmaceutical companies interests	A262
there is a lot of talk about vaccine for cobit 19 but what guarantee is there that it will be soon? if for AIDS still today after 24 years from its appearance (1986) it has not been realized?	A1245
the neocolonialism of French doctors who would like to test the coronavirus vaccine in africa - #neocolonialism #medici #francesi link link	A928
"""Evaluation of the failure of the measles vaccine in tianjin (china)"" in children vaccinated with multiple doses, there are notable cases of measles in tianjin, with coverage of 97%. it is necessary to understand the reasons for the vaccine failure. link"	A45
user qto is obj gates and rockefeller have invested in id2020, a microchip under the skin for digital vaccinations. the coronavirus crisis is perfect for forcing us to use id2020. we will wear the mark of the beast. link	A78
bill gates and rockefeller have invested in id2020, a microchip under the skin for digital vaccinations. the perfect coronavirus crisis to force us to use id2020. when we leave the house, they may force us to wear the mark of the beast. link	A539
user_cocco user if the vaccine is an obligation, the assistance of the state for those who have suffered damage from the vaccine must also be an obligation. or must invest in prevention!	A106
 user user user there can be no real vaccine research before knowing the disease, it takes time, at least a few years of studies, only after the research arrives. if they really test people with haphazard concoctions, the medium to long term side effects will be devastating.	A187
 user the leaflet is used to understand what a vaccine is made of, the crap inside, even no thanks. as far as studies are concerned, there are two cases: the vaccine is done in a hurry, therefore a short experimentation or it is already ready for some time. however, something is wrong.	A212
user user user perhaps it is not clear that we are not talking here (and I am speaking for me not for others) of vaccines in general, but of a vaccine that they want to develop very quickly, without following the protocols and above all they want to impose on everyone. I hope I was clear.	A74
 coronavirus, “there is too much optimism about the vaccine 'link	A619
user I knew .. well in the case of Bergamo, however, they were a bit forced to do the second vaccine x meningococcus. between meningitis and # covid19 the second is better. the possibility, however, that vaccines have weakened the immune system, favoring corona infection, is very high.	A186
"coronavirus, minister hope: ""agreement signed for 400 million doses of the vaccine candidate from oxford pomezia"". I use a vaccine, for the moment almost virtual because there is no confirmation of a mass experimentation. there is a risk of obtaining the opposite effect"	A696
the company closest to the discovery of the #coronavirus vaccine (also via monoclonal antibodies) would be vir biotechnologies, funded by the one who predicted a very serious pandemic (gates). since the beginning of the year, shares jumped by 100%, capitalization of almost 3 billion.	A990
user user finally someone has understood and I will tell you more, when the g20 will happen soon, as if by magic the vaccine will arrive.	A337
up to 48 hours ago, trump gave a lot of thought to # covid19. today the first tests for a vaccine on humans started in Seattle. Cat cats us...	A815
 I understand that zaia is upset the plans for the sake of science ... because if the cure worked ... what would the vaccine be for ??? ???????????? #coronavirus link	A559
"""Why do I need a doctor's office? If 80% of parents of children with regressive autism in my practice say their child reacted after the mmr vaccine, why do I need a doctor's office?"" dr. douglas hulstedt link"	A39
 for all vaccine fans, here is all the info to be the first to test this wonderful scientific discovery. where are the #novax? they are busy ordering tons of popcorn. ???????????? link	A1157
" user ""the vaccine is the future"" ""I would also get injected with oil to be able to go free"" these are two examples of things that my poor ears have heard"	B14
 user_cersei in military laboratories there is the practice of developing its vaccine in parallel with each biological weapon. link	B2
 Brescia, who died of thrombosis after the vaccine, investigation for manslaughter link	B481
 undercover doctor talks about covid link vaccines via user	B195
what they didn't tell us about vaccines in Italy😱 link	B27
€ 10 on rsa closed for other reasons with the columnist who threw the 87 unvaccinated in the title to make sensationalism.	B206
until they have vaccinated 18 million Italians they do not stop it knows the left and also the cdx	B80
" user user ""... the former minister cricket said that"" no one ever died of vaccine ""... he was referring to the steak ..."	B262
interesting interview with a resuscitator who takes stock of the situation on # covid19: prevention, therapy, vaccine. link link	A975
 natural. the vaccine of any disease consists in inoculating the virus of the disease itself to provoke immunity with a reduced form of the same. if the immune defenses are not sufficient, the virus can cause the disease from which it intended to immunize. link	A1097
blondet: the eu total vaccination project - in italian link 27	A546
" ""cases of infections and deaths are on the rise"" ""in tuscany there was the largest outbreak ever seen in the world for the new delhi bacterium"" for new delhi there is no cure and no vaccine, therefore, there is no 'no emergency. link"	A24
" coronavirus, researchers fear the decline in infections we need patients for vaccine ""link"	A648
 that your poet is pronounced, or great vaccine, and free us from the darkness ... ???? link	A564
 rush to find serological tests. rush to find drugs. rush to find a vaccine. I hope the rush doesn't turn out to be a boomerang.	A820
 I don't want a vaccine created by an undergraduate who tells every second of how humanity is to be drastically reduced.	A1124
 up your head !: new coronavirus: mandatory vaccine for everyone !: link	A1272
gates vaccine is not required. pandemic psychosis (the plague of fate) knocked out by a riot, the merdstream now has a more exciting narrative for their agenda, namely the racial struggle, so the virus is completely out of the news. link	A1115
 we have the only drug for the coronavirus: plasma. is more powerful than a vaccine - dr. de donno link	A473
" the virologist giulio tarro to the antidiplomat: ""it is madness to wait for the vaccine to return to a normal life"" link"	A951
 di maio and the ad-directional pro-vax (di debora billi) link	A760
" ""we have the only drug for the coronavirus: plasma. It is more potent than a vaccine"" ► dr. de donno link"	A16
 According to Montagnier, the coronavirus was manipulated for an AIDS vaccine	A1240
"when it is time to vote, let's remember the names and parties that have proposed this nonsense! sileri: ""the vaccine for covid-19 must be mandatory"" and the movement breaks link user"	A1186
 Italy, the leading country on vaccination trials, in the world, a large open-air laboratory, where the damage caused by #vaccine is borne by the NHS and not by the pharmaceutical companies! so anyone who has to test a vaccine comes to Italy, it costs nothing! decree	A982
 no one has ever found a vaccine for hiv we give money to researchers but never seen vaccines	A1103
#moriretutti not by # covid19 but I assure you that you will all die. believe it. it's just a matter of time. then you will die. #coronavirus #covid ー 19 # covid_19 #vaccine # 13june link	A416
"user user belongs to the category ""only the vaccine will give us life as before"" ... but the vaccine seems more chimerical to me as the months pass, perhaps because covid seems to have the same behavior as cold viruses?"	A110
#domandedasomaro 3) from the first data emerged from the #emiliaromagna region on the damage caused by #vaccines and adverse drug reactions, it appears that since 2017 there has been a dizzying surge in adverse reactions, why? link link	A395
 create the epidemic, bring the population into a disease nightmare and announce the good news: abemus vaccinum! steals hens, thieves of human lives, with what courage do you inject drugs to your fellow men? link	A741
 user in addition to the mask they also want to impose a gag, it seems to me that they are exaggerating, I would not want that after the coats they began with the straitjackets to those who refuse the vaccine and the contract of them given to first-bed cousins and girlfriends	A265
america now officially a caste system! the new jersey votes for the amendment of the law s2173 on #vaccine exemptions for rich children in private schools! it's okay to hurt and kill the poor - black and white - those who can't afford private schools. link	A500
 #novax, in the beginning were the newspapers. link	A418
"who knows what the ""munificent philanthropist"" bill gates has funded the institutions to be able to vaccinate the world universe ... hope: ""zero risk only with the vaccine"" phase 3, the actions of the regions are awaited - link - chronicle, italy link"	A571
 user have repeated it daily to all those who like you do not want to understand that any vaccine is useless and does not help with covid. you understand now ? you are at risk like everyone else❗ stay home and avoid unnecessary questions ❌	A164
 the vaccine primma of the canons two years, however, okay? link	A949
the eu comic of 2012 where everything was foreseen: from the pandemic to the vaccine link	A914
 you can bet on it #novax x always link	A575
 user have discovered the game and will use it again, all that remains is to wait for a virus or an alleged virus and they will be ready to impose increasingly harsh restrictions. we will be marked with a vaccine, chip or app that is. while the symbol of submission is already there: the mask!	A269
"the vaccinated infects. and now how do we put it? ""link 10"	B405
" doctor: ""astrazeneca causes blood clots"". norway does not resume vaccination link"	B428
it is necessary to deepen the question in detail in order to have a clearer and undistorted picture, starting from this news: the death of 2 Samoan children of twelve months, a few minutes after the administration of the mmr vaccine in savaii in 2018. link	A1126
@_cieloitalia user but maybe he said it to avoid being branded as novax. there was the paladin who was ready to drool.	B479
user user user who is vaccinated can get infected and transmit the virus on this there is no rain. with the gp one no longer checks for 8/12 months because he thinks he is healthy. the solution is rapid salivary swabs. since 7 August the AIFA has recognized the use of monoclinals for the treatment.	B306
byoblu: increased infections in vaccinated. sweden bans entry to israelis link 28	B136
 they made this video because the Italian national team won and the vaccination campaign is going male.link	B490
 #greenpass for traveling! #israele forbids entry to #vaccinated people because they bring the #variantedelta! #curtain!!! link	B282
"here is the first complaint against the Rai for disinformation on vaccines and home care ""link 8"	B445
 would do the vaccine to them! it really is not pretend! 👎👎👎	B470
" before covid, someone asked if the nurses were vaccinated against the flu? no, I thought not. yet the flu is deadly for certain groups of people. # hypocrisy is real & amp; it's annoying. mask lovers showed their true colors. they are gods ... 👇"	B97
 rain of billions a year ago vaccines in bursts today companies a few euros and vaccines collapse nothing but we realize how much sti characters maintained by us take the piss in the meantime cities invaded by illegal drug dealers?	B220
 ugly ignorant hooters, the cure is one (or only) the vaccine, even if it doesn't work.	B497
 stefano montanari: another anti-vaccination hero leaves | next daily link	A1263
"""The very big problem is that any new #coronavirus vaccine could trigger lethal immune reactions when vaccinated people come into contact with the wild virus!"" but what's the problem? let's do human experimentation right away. #COVID-19"	A25
 gypsies: 'the mask becomes the fashion of the summer, we will put it up to the vaccine' link via cursed users	A1377
 user_baolo assuming that a vaccine that works is really found, with all this: skip the tests, bypass the rules, let's use it even if not approved, the risk is that in a few years we realize that the damage is greater than the benefits but at that point the disaster would have already been done.	A119
the non-mandatory meningitis vaccine. but what's the problem when you can use the media and create a collective psychosis? terrible that the user does not intervene. Liguria, free vaccines for children. letters to 79 thousand families. link	A948
four African countries have reported new cases of polio. pity that this is derived vaccine. I do not understand why the WHO keeps saying that we are close to its eradication when, precisely through vaccines, new strains are emerging. link	A1192
 at cotugno, a hospital in naples specializing in infectious diseases, there have been some cases of meningitis. same thing in Bergamo. this however is a strain against which there is no vaccine that holds because the strain is sub-Saharan. total silence of the media, of course.	A483
#ivaccinisonosicuri the #vaccines magazine published a work by researchers from the University of Bari, where adverse reactions to the #vaccine #mprv were actively monitored. #aifa reports 12.7 severe reactions out of 100,000 doses, the study found 3,800 out of 100,000 links	A406
user_fivestar user involuntarily zinga made an own goal the first not to get vaccinated are the doctors and then the politicians ... lorenzin never showed the vaccination certificates of the children	A339
new dehli bacterium, 45 deaths: one death for every three hospitalizations. in pisa currently 43 patients and a dedicated ward with 12 beds. there is no vaccine, no one talks about it, not a problem. link	A535
 two month old baby dies in cot immediately after getting the vaccine	A1101
 user_ansa who knows why the #vaccine is always handed over to us Italians, #migrants arrive with all possible plagues never felt an urgency to vaccinate for them ... in fact it is us to be eliminated ...	A84
conte bypasses parliament to give another 300 million to bill gates link's vaccine	A595
 all lions and then shit under ... and run to get the vaccine	B193
jackals in the running for the patent. the vaccine race is worth 30 billion: the favorites are the stars of the stock exchanges. | rep link user	A1226
 user suspects of financial speculation behind user_italia's modern link vaccine ads	A172
"news: phase 2 will start in 1 month, ""the experts"": phase 2 8 months long. just enough time to get the vaccine, bill cancelli says: circulate only the vaccinated, and track them, invest in chips and vaccines, well ... they will be just mental saws, they tell me that #andratuttobene, #covid ー 19"	A1278
yesterday, an 82-year-old lady I knew, in good health, died two days after the #pfizer vaccine, here in cagliari. we mobilized rightly so that #covid did not kill even one person. we must do the same for vaccines	B354
"user user_freisa I ask you who seems to me to be informed. it is not a provocative question, but a serious one. there are reliable sources about the use of cells deriving from dead fetuses for the research or development of the az or j & amp; j vaccine?"	B257
 user user this we will be able to say with confidence in the fall, no one at this moment is guaranteeing me that the vaccine works, last year's data in this period is not so different	B472
 user the vaccinated is dangerous. it becomes infected and can infect. only the recovered deserve the green pass.	B340
 show! in the preparation course they invite parents to get vaccinated against whooping cough, so that the newborn does not risk catching the disease before he can carry out the vaccine himself. So, after I get my laundry done, I shouldn't let him out of the house? I ask user link	A1255
" years ago, user launched an extensive immunization campaign against #morbilloi in central africa, which is now afflicted by the ""largest contemporary measles epidemic"". either the vaccine doesn't work, or - legitimate doubt - it triggers the disease. #lascience responds without insulting? link"	A453
jerome died 12 hours after the hexavalent vaccine, he was two months old. on the one hand we have scientific proof (theirs) that there is no causal link between the two. on the other hand, we have scientific evidence that provides no explanation for his death. link	A985
link we have often talked about the correlation between cot death and hexavalent vaccine. In this regard, I report an interesting article from 2014, which revealed the need for a study on this ... at that date it was still possible to have doubts!	A848
user user user user misses the difference between #vaccine and mandatory vaccine. when it is ready, everyone must decide in agreement with their doctor whether to do it or not. for example for this doctor it is less lethal than normal pneumonia ... link	A126
everyone is waiting for the vaccine as a release, forgetting that: 1 ° the vaccine is developed on the basis of theoretical projections on the viruses circulating the previous year and therefore unpredictable. 2 ° the strong variability of a #coronavirus of which several variants already exist. link	A1295
 covid requires a cure rather than a vaccine. the virus doesn't have to scare us anymore. by next autumn, unlike what is expected according to the WHO and the scientific community, we will be, to a very large extent, naturally immunized. user link	A1151
hexavalent and mprv together with the 6-year-old child. the father struggles not to let him do 2 #vaccines together. after the vaccine, a child with a fever of 40, nausea, intestinal problems and a state of malaise 1erale. to you, happy reading. link	A804
#vaccine for chickenpox causes meningitis by reactivation of the virus in two 14-year-old boys. Could the state force me into medical treatment that can cause damage like this? are we sure doctors explain adverse effects first? link	A438
 using us normal people, defined as ignorant, we have been saying for some time that if they suspended the no vax doctors, they would be in difficulty because they cannot be replaced.	B320
"anti-diplomatic: ""it's not about pro-vax and no-vax"": discrimination as an educational method and the rhetoric of inclusion link 11"	B158
explain one thing: if there is an obligation to #vaccinate, informed consent cannot be required. what will happen if the healthcare professional, in the presence of a public official, shows up to be #inoculated but does not subscribe to the #liberatoria? what do the # lawyers say?	B401
 I knew it and I said that the users had the vaccine. and what have you done? you took the piss out of me. now I laugh.	A1043
have you already had measles? the same, or you are the #vaccine decided by #science or you are out of kindergarten. congratulations also to the mayor of pisa (user) who has not yet done anything to avoid crap like this. regional users 2020 we will remember #vaccines link	A837
nailed bill gates, 2014 patent cov19 vaccine. user link	A965
measles samoa, red flag on the doors of unvaccinated people ... times change, colors change, but the witch hunt is always the same rougeole aux samoa: drapeau rouge devant le domicile des habitants non vaccins link via user	A1092
 link maybe the truth comes out ... some doctors are being investigated for manslaughter of a boy who died, just discharged from hospital, due to meningococcal meningitis. because the solution is not the vaccine but a quick and correct diagnosis!	A852
 when you have finished setting yourself up as champions of good and just vaccination, I would like to softly remind you that the new dehli exists. so much so that he has now decided to leave Tuscany. there is no vaccine, so I guess you don't care. link	A1182
 the church of satan provex, but you look ... with the clintons' wash then. toh! link	A1002
link other case: 7 doctors investigated for manslaughter following the death of a girl suffering from meningococcal meningitis. I repeat the vaccine is not the solution ... a timely and correct diagnosis to make the difference ...	A862
 india man dies just after receiving first dose of the vaccine covid man dies shortly after taking first dose of covid vaccine in angul link	B72
 user user zones red now in this heat. last year there were no vaccines and now they are the same soup. but go caxare.	B37
 user_official 😁😁😁😁😁you know how many variants have yet to come out several and one serious thing /// vaccines cannot anticipate because it is impossible to block the world! !!!	B189
have to correct myself. I wrote that the probability of having 2 #sids in 2 twins is 1 in 50 million. others have pointed out to me that the probability that they occur on the same day is greater. that occur on the same day as the vaccine even more. so we get to 1 in 133 billion !!	A758
#Europe (450 million inhabitants (reserve 1.8 billion vaccines ... let's put our hearts in peace, we will have 4 each for the next few years!	B444
 user I expected. vaccines will be delayed because it is a cynical way to prune societies from old retirees. a gigantic savings for the coffers of all states and an immense profit for the damned pharmaceutical multinationals.	B297
 open this page and notice how the allowed comments are only those in favor of this shameful initiative. it is a real censorship of freedom of thought and expression perpetrated daily by the user_it #nazipass #nazivax link	B166
#no correlation, therefore #vaccine to journalists who have always supported the obligation.	B10
makes the pfizer vaccine at 14 45 dies at 16.30 link	B76
 I think it is a matter of time then the disgust behind these alleged vaccines will really come out !!!	B164
 no correlation, but there is a link. who has died a loved one killed by the vaccine do not turn the balls even a little '?	B141
 user_grim do we want to remember the live broadcast of the Christmas procession of the vaccine that crossed the brenner and then arrived in rome? days and days of jubilation because now you could see the light at the end of the tunnel. here, three months later here we are in total chaos.	B66
 if the cure is not found, I am not saying the vaccine but a cure, reopening will be almost impossible! what will we reopen? factories and a few shops, stop! schools, theaters, restaurants, bars, bookstores, discos, beach clubs, it will be impossible link vita will be impossible with the #covid	A1236
user and the vaccine is there in case something or any of them should happen to them	A208
"# covid19, #fauci: ""we will not go back to normal for at least a year. The real solution is the #vaccine"". just the time it takes to put it on the market. link"	A392
 but the concomitance of an anti-flu vaccine, and during the treatment, of the antivirals and intubation, did not affect anything according to your expert?	A1058
 It is absolutely essential to do it as soon as possible: they must hurry up to produce the vaccine for #coronavirusitalia. if they take too long, the virus dies out on its own, the mass of terrified teledeficent realizes that the apocalypse hasn't happened and who the fuck will buy it anymore?	A1379
Trump tries to get the covid19 vaccine. so it means that they already have cel! the virus is evidently from the laboratory!	A1285
 this time they were too hasty to ... link	A1198
"mom to: ""I just had the vaccine on c. I thought it was the last one but they told me that she still has one on 12/18"" mom b .: ""but sorry which one did you do !?"" mom a. ""ah boh ... I bring and vaccinate him! I don't know what they do to him"" #vaccines #genitoriresponsabili #lafedenellascienzah #faith"	A1068
 how did you want to prove ... oh yes! The '' modern '' American pharmaceutical company is close to the first vaccine against the coronavirus link	A586
#dovesonofinitiisivax appeal to all #buriones ok your time, come forward. ???? A Seattle research institute will be the first in the country to host clinical trials to test the coronavirus vaccine on 45 people. link	A397
September target for anti-covid vaccine | oxford news link #novaccino # fbclid = iwar0f7pau21rcmrfkcrsjyd6gs5ecogs1zlj0rcg7awwtsahuso6yiqcqica	A1125
covid, dies aged 52 after pfizer vaccine: autopsy request | virgilion news link	B283
 coronavirus, modern vaccine: speculation and conflict of interest? - link	A693
#domandedasomaro 5) why does the government use #gestapo methods against those who try to analyze the #vaccines to verify their safety, but protects the manufacturers by every means, even exonerates them from any responsibility for damage caused by #vaccine ??? link link	A396
 users vaccinated the sheep unfortunately for them the wolves remained	B316
 the investigations carried out revealed a clear negligence of the health personnel: the nurses mixed the vaccine with a muscle relaxant, a drug that relaxes all the muscles of the body, rather than a simple physiological solution. link link	A1031
they all run to vaccinate against meningitis when the new delhi superbug continues undaunted to claim victims ... yet very little is said about it! do you know why? because at the moment there is no vaccine on the market ... don't worry they are organizing ... link	A1296
" a #controcorrente #fedriga denies that the vaccine creates the new variants. then ""I am in favor of the government's choices up to now including the #greenpass"". the center-right that we should vote for."	B438
" ""sick with ear cancer, former telecom employee wins the case: now he only uses corded earphones"" in this case the correct medical advice from the court or, as in cases of vaccine damage, we must think that they are not experts? link"	A18
